Localização;CodProduto;Data;Quantidade;Vendendor;idCliente
Algeria;P053;31/08/2021;225;4;104
Germany;P052;31/08/2021;377;10;337
Venezuela;P037;31/08/2021;274;3;96
Iraq;P034;31/08/2021;267;3;209
Japan;P033;31/08/2021;295;8;413
Argentina;P052;31/08/2021;530;3;327
Pakistan;P015;31/08/2021;521;6;66
Nepal;P023;31/08/2021;140;4;143
Ukraine;P050;31/08/2021;223;6;300
France;P049;31/08/2021;499;7;245
South Africa;P010;31/08/2021;89;7;408
Peru;P031;31/08/2021;288;8;55
USA;P030;31/08/2021;63;7;257
Algeria;P013;31/08/2021;427;5;180
Germany;P012;31/08/2021;205;6;252
Nicaragua;P052;31/08/2021;303;8;311
Ecuador;P047;31/08/2021;107;5;393
Mexico;P046;31/08/2021;317;6;462
Yemen;P051;31/08/2021;495;9;187
Japan;P032;01/09/2021;552;3;457
Chile;P038;01/09/2021;378;3;46
Ukraine;P003;01/09/2021;148;1;152
Algeria;P013;01/09/2021;331;4;463
Poland;P032;01/09/2021;193;6;184
France;P048;01/09/2021;358;6;253
New Zealand;P029;01/09/2021;42;9;244
Peru;P030;01/09/2021;175;8;360
USA;P029;01/09/2021;418;1;127
Algeria;P012;01/09/2021;115;1;114
Germany;P011;01/09/2021;215;9;58
Nicaragua;P051;01/09/2021;116;5;359
Ecuador;P046;01/09/2021;283;8;51
Mexico;P045;01/09/2021;393;1;282
Yemen;P037;01/09/2021;312;5;17
Indonesia;P027;01/09/2021;362;6;143
Guatemala;P019;01/09/2021;195;8;429
Ukraine;P009;01/09/2021;493;3;365
France;P008;01/09/2021;283;7;438
Malaysia;P004;01/09/2021;304;1;380
Thailand;P043;01/09/2021;200;1;490
Brazil;P042;01/09/2021;249;8;466
Fiji;P025;01/09/2021;160;4;4
Russia;P024;01/09/2021;282;3;305
New Zealand;P022;01/09/2021;115;4;345
Ecuador;P006;01/09/2021;180;9;90
Mexico;P005;01/09/2021;482;8;497
Uruguay;P041;01/09/2021;324;5;481
United Kingdom;P040;01/09/2021;107;1;452
Turkey;P001;01/09/2021;213;7;173
Honduras;P022;01/09/2021;272;10;84
Italy;P021;01/09/2021;399;8;19
Bolivia;P002;01/09/2021;85;4;154
Thailand;P003;01/09/2021;329;9;425
Brazil;P002;01/09/2021;393;1;401
Chile;P038;01/09/2021;147;4;350
Spain;P037;01/09/2021;109;9;473
Poland;P016;01/09/2021;239;4;47
Paraguay;P019;01/09/2021;80;8;256
Canada;P018;01/09/2021;280;8;250
Uruguay;P001;01/09/2021;239;9;318
Germany;P053;01/09/2021;194;5;127
Venezuela;P038;01/09/2021;116;4;366
Iraq;P035;01/09/2021;76;10;310
Japan;P034;01/09/2021;165;1;214
Argentina;P053;01/09/2021;540;10;261
Pakistan;P016;01/09/2021;257;4;379
Nepal;P024;01/09/2021;277;9;168
Ukraine;P051;01/09/2021;52;6;421
France;P050;01/09/2021;354;4;285
South Africa;P011;01/09/2021;230;10;496
Peru;P032;01/09/2021;185;7;334
USA;P031;01/09/2021;319;8;159
Algeria;P014;01/09/2021;261;10;154
Germany;P013;01/09/2021;311;8;66
Nicaragua;P053;01/09/2021;433;5;71
Ecuador;P048;01/09/2021;253;5;240
Mexico;P047;01/09/2021;479;10;396
Yemen;P052;01/09/2021;233;9;401
Japan;P033;02/09/2021;401;9;151
Chile;P039;02/09/2021;261;1;457
Ukraine;P004;02/09/2021;292;5;18
Algeria;P014;02/09/2021;182;8;312
Poland;P033;02/09/2021;412;2;265
France;P049;02/09/2021;223;3;266
New Zealand;P030;02/09/2021;68;10;74
Peru;P031;02/09/2021;470;9;98
USA;P030;02/09/2021;419;3;180
Algeria;P013;02/09/2021;61;4;395
Germany;P012;02/09/2021;129;6;222
Nicaragua;P052;02/09/2021;403;4;229
Ecuador;P047;02/09/2021;354;4;113
Mexico;P046;02/09/2021;205;4;458
Yemen;P051;02/09/2021;600;8;35
Indonesia;P028;02/09/2021;298;6;209
Libya;P035;02/09/2021;300;3;410
Ukraine;P010;02/09/2021;599;4;244
France;P009;02/09/2021;407;1;267
Malaysia;P005;02/09/2021;339;2;265
Thailand;P044;02/09/2021;222;6;53
Brazil;P043;02/09/2021;285;9;193
Fiji;P026;02/09/2021;370;3;301
Russia;P025;02/09/2021;138;7;57
New Zealand;P023;02/09/2021;449;3;152
Ecuador;P007;02/09/2021;486;2;333
Mexico;P006;02/09/2021;211;2;360
Uruguay;P042;02/09/2021;523;9;476
United Kingdom;P041;02/09/2021;316;9;445
Turkey;P002;02/09/2021;181;10;78
Honduras;P023;02/09/2021;236;5;147
Italy;P022;02/09/2021;282;8;345
Bolivia;P003;02/09/2021;125;10;368
Thailand;P004;02/09/2021;309;4;282
Brazil;P003;02/09/2021;268;3;249
Chile;P039;02/09/2021;159;6;421
Spain;P038;02/09/2021;218;7;394
Poland;P017;02/09/2021;478;10;434
Paraguay;P020;02/09/2021;205;6;498
Canada;P019;02/09/2021;13;3;100
Uruguay;P002;02/09/2021;111;9;227
United Kingdom;P001;02/09/2021;362;1;150
Venezuela;P039;02/09/2021;164;4;362
Iraq;P036;02/09/2021;76;8;208
Japan;P035;02/09/2021;471;10;468
Mongolia;P016;02/09/2021;281;8;149
Pakistan;P017;02/09/2021;567;3;418
Nepal;P025;02/09/2021;57;10;200
Ukraine;P052;02/09/2021;292;2;153
France;P051;02/09/2021;483;5;206
South Africa;P012;02/09/2021;446;5;420
Peru;P033;02/09/2021;175;9;22
USA;P032;02/09/2021;161;6;214
Algeria;P015;02/09/2021;289;1;444
Germany;P014;02/09/2021;538;6;89
Saudi Arabia;P001;02/09/2021;237;5;465
Ecuador;P049;02/09/2021;350;2;484
Mexico;P048;02/09/2021;317;3;379
Yemen;P053;02/09/2021;151;5;196
Japan;P034;03/09/2021;92;5;89
Chile;P040;03/09/2021;248;3;281
Ukraine;P005;03/09/2021;270;2;348
Algeria;P015;03/09/2021;576;3;283
Poland;P034;03/09/2021;313;6;342
France;P050;03/09/2021;435;1;383
New Zealand;P031;03/09/2021;81;9;83
Peru;P032;03/09/2021;387;7;140
USA;P031;03/09/2021;106;5;22
Algeria;P014;03/09/2021;176;6;305
Germany;P013;03/09/2021;372;5;377
Nicaragua;P053;03/09/2021;341;5;212
Ecuador;P048;03/09/2021;185;4;150
Mexico;P047;03/09/2021;374;6;276
Yemen;P052;03/09/2021;373;5;320
Indonesia;P029;03/09/2021;527;1;372
Libya;P036;03/09/2021;248;1;461
Ukraine;P011;03/09/2021;197;7;488
France;P010;03/09/2021;497;6;332
Malaysia;P024;03/09/2021;321;7;157
Thailand;P045;03/09/2021;260;10;39
Brazil;P044;03/09/2021;398;2;289
Fiji;P027;03/09/2021;334;10;306
Russia;P026;03/09/2021;131;2;81
New Zealand;P024;03/09/2021;134;6;68
Ecuador;P008;03/09/2021;376;2;76
Mexico;P007;03/09/2021;330;4;312
Uruguay;P043;03/09/2021;256;9;251
United Kingdom;P042;03/09/2021;394;1;456
Turkey;P003;03/09/2021;111;9;122
Honduras;P024;03/09/2021;56;1;45
Italy;P023;03/09/2021;281;6;52
Bolivia;P004;03/09/2021;283;6;160
Thailand;P005;03/09/2021;132;10;239
Brazil;P004;03/09/2021;369;2;353
Chile;P040;03/09/2021;126;8;495
Spain;P039;03/09/2021;106;8;250
Poland;P018;03/09/2021;74;1;427
Paraguay;P021;03/09/2021;132;10;44
Canada;P020;03/09/2021;430;10;105
Uruguay;P003;03/09/2021;289;4;299
United Kingdom;P002;03/09/2021;145;5;264
Venezuela;P040;03/09/2021;255;5;399
Iraq;P037;03/09/2021;327;5;326
Japan;P036;03/09/2021;145;3;148
Mongolia;P017;03/09/2021;238;5;226
Pakistan;P018;03/09/2021;192;10;93
Nepal;P026;03/09/2021;158;7;349
Ukraine;P053;03/09/2021;18;8;431
France;P052;03/09/2021;306;8;450
South Africa;P013;03/09/2021;397;3;479
Peru;P034;03/09/2021;588;4;176
USA;P033;03/09/2021;425;6;300
Algeria;P016;03/09/2021;223;2;454
Germany;P015;03/09/2021;185;9;105
Saudi Arabia;P002;03/09/2021;317;3;283
Ecuador;P050;03/09/2021;329;9;94
Mexico;P049;03/09/2021;344;2;473
Argentina;P001;03/09/2021;25;10;59
Japan;P037;06/09/2021;423;2;46
Chile;P043;06/09/2021;209;6;52
Ukraine;P008;06/09/2021;172;10;266
Algeria;P018;06/09/2021;205;8;24
Nepal;P022;06/09/2021;501;6;143
France;P053;06/09/2021;510;4;293
Fiji;P002;06/09/2021;80;7;267
Peru;P035;06/09/2021;222;1;114
USA;P034;06/09/2021;308;2;434
Algeria;P017;06/09/2021;257;6;214
Germany;P016;06/09/2021;226;7;236
Saudi Arabia;P003;06/09/2021;235;1;119
Ecuador;P051;06/09/2021;160;6;420
Mexico;P050;06/09/2021;384;3;297
Argentina;P002;06/09/2021;506;1;460
Indonesia;P032;06/09/2021;586;9;366
Libya;P039;06/09/2021;263;5;48
Ukraine;P014;06/09/2021;234;2;132
France;P013;06/09/2021;229;9;159
Malaysia;P027;06/09/2021;199;5;81
Thailand;P048;06/09/2021;245;3;20
Brazil;P047;06/09/2021;392;7;79
Fiji;P030;06/09/2021;262;10;62
Russia;P029;06/09/2021;421;6;57
New Zealand;P027;06/09/2021;458;6;92
Ecuador;P011;06/09/2021;344;10;204
Mexico;P010;06/09/2021;410;9;372
Yemen;P002;06/09/2021;407;2;305
United Kingdom;P045;06/09/2021;584;7;168
Turkey;P006;06/09/2021;157;3;293
Honduras;P027;06/09/2021;142;3;25
Italy;P026;06/09/2021;320;7;381
Bolivia;P007;06/09/2021;170;9;417
Thailand;P008;06/09/2021;149;3;393
Brazil;P007;06/09/2021;235;5;101
Chile;P043;06/09/2021;97;2;337
Spain;P042;06/09/2021;58;2;329
Poland;P021;06/09/2021;259;8;216
Paraguay;P024;06/09/2021;136;9;88
Canada;P023;06/09/2021;186;5;221
Uruguay;P006;06/09/2021;224;3;472
United Kingdom;P005;06/09/2021;151;5;23
Venezuela;P043;06/09/2021;290;8;163
Iraq;P040;06/09/2021;491;5;251
Japan;P039;06/09/2021;453;4;227
Mongolia;P020;06/09/2021;93;8;408
Pakistan;P021;06/09/2021;49;5;334
Nepal;P029;06/09/2021;446;8;273
Chile;P003;06/09/2021;316;7;163
Spain;P002;06/09/2021;446;10;198
South Africa;P016;06/09/2021;75;4;394
Peru;P037;06/09/2021;75;6;485
USA;P036;06/09/2021;241;7;93
Algeria;P019;06/09/2021;472;7;256
Germany;P018;06/09/2021;133;8;83
Saudi Arabia;P005;06/09/2021;464;3;285
Ecuador;P053;06/09/2021;466;10;26
Mexico;P052;06/09/2021;281;4;309
Argentina;P004;06/09/2021;116;6;497
Japan;P038;07/09/2021;300;1;442
Chile;P044;07/09/2021;473;5;120
Ukraine;P009;07/09/2021;247;10;152
Algeria;P019;07/09/2021;519;8;480
Nepal;P023;07/09/2021;587;7;425
Spain;P001;07/09/2021;500;10;39
Fiji;P003;07/09/2021;27;7;424
Peru;P036;07/09/2021;161;3;405
USA;P035;07/09/2021;469;7;264
Algeria;P018;07/09/2021;161;5;37
Germany;P017;07/09/2021;443;10;1
Saudi Arabia;P004;07/09/2021;136;1;293
Ecuador;P052;07/09/2021;363;6;6
Mexico;P051;07/09/2021;178;1;475
Argentina;P003;07/09/2021;284;2;52
Indonesia;P033;07/09/2021;525;7;38
Libya;P040;07/09/2021;271;5;229
Ukraine;P015;07/09/2021;468;1;415
France;P014;07/09/2021;410;10;283
Malaysia;P028;07/09/2021;447;10;478
Thailand;P049;07/09/2021;238;4;400
Brazil;P048;07/09/2021;403;3;111
Fiji;P031;07/09/2021;307;5;252
Russia;P030;07/09/2021;232;3;54
New Zealand;P028;07/09/2021;392;2;330
Ecuador;P012;07/09/2021;383;7;262
Mexico;P011;07/09/2021;312;4;88
Yemen;P003;07/09/2021;279;5;38
United Kingdom;P046;07/09/2021;479;5;366
Turkey;P007;07/09/2021;112;1;109
Honduras;P028;07/09/2021;66;8;34
Italy;P027;07/09/2021;97;3;343
Bolivia;P008;07/09/2021;135;2;327
Thailand;P009;07/09/2021;118;2;147
Brazil;P008;07/09/2021;325;2;46
Chile;P044;07/09/2021;120;4;367
Spain;P043;07/09/2021;424;5;66
Poland;P022;07/09/2021;281;4;344
Paraguay;P025;07/09/2021;159;9;238
Canada;P024;07/09/2021;291;7;14
Uruguay;P007;07/09/2021;298;6;279
United Kingdom;P006;07/09/2021;348;2;319
Venezuela;P044;07/09/2021;213;1;186
Iraq;P041;07/09/2021;270;4;441
Japan;P040;07/09/2021;561;1;320
Mongolia;P021;07/09/2021;526;9;454
Pakistan;P022;07/09/2021;360;7;392
Nepal;P047;07/09/2021;514;5;59
Chile;P004;07/09/2021;453;6;169
Spain;P003;07/09/2021;402;8;314
South Africa;P017;07/09/2021;70;9;362
Peru;P038;07/09/2021;445;8;464
USA;P037;07/09/2021;122;9;288
Algeria;P020;07/09/2021;405;10;138
Germany;P019;07/09/2021;274;6;325
Saudi Arabia;P006;07/09/2021;322;7;155
Iraq;P001;07/09/2021;382;8;386
Mexico;P053;07/09/2021;300;9;428
Argentina;P005;07/09/2021;107;10;451
Japan;P039;08/09/2021;420;7;271
Chile;P045;08/09/2021;79;8;158
Ukraine;P010;08/09/2021;445;3;138
Algeria;P020;08/09/2021;79;3;145
Nepal;P024;08/09/2021;312;4;234
Spain;P002;08/09/2021;593;2;498
Fiji;P004;08/09/2021;28;3;197
Peru;P037;08/09/2021;329;6;105
USA;P036;08/09/2021;212;9;403
Algeria;P019;08/09/2021;86;4;4
Germany;P018;08/09/2021;336;2;446
Saudi Arabia;P005;08/09/2021;236;3;112
Ecuador;P053;08/09/2021;228;10;342
Mexico;P052;08/09/2021;285;2;36
Argentina;P004;08/09/2021;412;1;187
Indonesia;P034;08/09/2021;163;9;275
Libya;P041;08/09/2021;63;4;308
Ukraine;P016;08/09/2021;596;3;66
France;P015;08/09/2021;278;2;300
Malaysia;P029;08/09/2021;508;6;137
Thailand;P050;08/09/2021;439;1;161
Brazil;P049;08/09/2021;416;3;25
Fiji;P032;08/09/2021;250;8;382
Russia;P031;08/09/2021;270;6;328
New Zealand;P029;08/09/2021;337;3;428
Ecuador;P013;08/09/2021;212;4;500
Mexico;P012;08/09/2021;220;1;397
Yemen;P004;08/09/2021;438;7;162
United Kingdom;P047;08/09/2021;503;10;28
Turkey;P008;08/09/2021;130;6;499
Honduras;P029;08/09/2021;143;5;406
Italy;P028;08/09/2021;278;5;284
Bolivia;P009;08/09/2021;259;9;104
Thailand;P010;08/09/2021;133;3;127
Brazil;P009;08/09/2021;419;2;317
Chile;P045;08/09/2021;124;3;316
Spain;P044;08/09/2021;439;4;68
Poland;P023;08/09/2021;253;9;254
Paraguay;P026;08/09/2021;98;6;214
Canada;P025;08/09/2021;425;9;290
Uruguay;P008;08/09/2021;396;7;204
United Kingdom;P007;08/09/2021;275;1;460
Venezuela;P045;08/09/2021;268;8;14
Iraq;P042;08/09/2021;325;2;455
Japan;P041;08/09/2021;239;2;362
Mongolia;P022;08/09/2021;519;2;488
Pakistan;P023;08/09/2021;546;4;387
Nepal;P048;08/09/2021;336;3;112
Chile;P005;08/09/2021;16;3;99
Spain;P004;08/09/2021;375;6;356
South Africa;P018;08/09/2021;434;3;333
Peru;P039;08/09/2021;464;1;315
USA;P038;08/09/2021;274;10;231
Algeria;P021;08/09/2021;537;8;244
Germany;P020;08/09/2021;261;6;192
Saudi Arabia;P007;08/09/2021;163;7;207
Iraq;P002;08/09/2021;42;1;188
Japan;P001;08/09/2021;132;9;154
Argentina;P006;08/09/2021;258;1;171
Japan;P040;09/09/2021;478;2;11
Chile;P046;09/09/2021;273;4;190
Ukraine;P011;09/09/2021;269;4;32
Algeria;P021;09/09/2021;61;1;289
Nepal;P025;09/09/2021;507;5;187
Spain;P003;09/09/2021;175;4;487
Fiji;P005;09/09/2021;99;6;449
Peru;P038;09/09/2021;139;6;381
USA;P037;09/09/2021;300;9;398
Algeria;P020;09/09/2021;267;6;10
Germany;P019;09/09/2021;310;3;350
Saudi Arabia;P006;09/09/2021;324;5;381
Iraq;P001;09/09/2021;389;8;496
Mexico;P053;09/09/2021;424;9;88
Argentina;P005;09/09/2021;408;7;328
Indonesia;P035;09/09/2021;503;1;186
Libya;P042;09/09/2021;233;8;82
Ukraine;P017;09/09/2021;541;5;127
France;P016;09/09/2021;318;8;450
Malaysia;P030;09/09/2021;393;5;338
Thailand;P051;09/09/2021;347;5;277
Brazil;P050;09/09/2021;390;8;133
Fiji;P033;09/09/2021;291;5;90
Russia;P032;09/09/2021;464;6;466
New Zealand;P030;09/09/2021;286;5;72
Ecuador;P014;09/09/2021;288;5;217
Mexico;P013;09/09/2021;553;9;289
Yemen;P005;09/09/2021;147;8;397
United Kingdom;P048;09/09/2021;248;5;111
Turkey;P040;09/09/2021;153;4;202
Honduras;P030;09/09/2021;239;7;97
Italy;P029;09/09/2021;160;8;220
Bolivia;P010;09/09/2021;210;9;67
Thailand;P011;09/09/2021;305;5;310
Brazil;P010;09/09/2021;169;7;148
Chile;P046;09/09/2021;61;9;97
Spain;P045;09/09/2021;471;6;67
Poland;P024;09/09/2021;418;9;96
Paraguay;P027;09/09/2021;286;9;336
Canada;P026;09/09/2021;352;7;326
Uruguay;P009;09/09/2021;266;1;277
United Kingdom;P008;09/09/2021;547;3;488
Venezuela;P046;09/09/2021;101;7;483
Iraq;P043;09/09/2021;523;5;312
Japan;P042;09/09/2021;398;4;298
Mongolia;P023;09/09/2021;243;4;174
Pakistan;P024;09/09/2021;230;5;281
Nepal;P049;09/09/2021;384;7;337
Chile;P006;09/09/2021;560;2;460
Spain;P005;09/09/2021;457;1;80
South Africa;P019;09/09/2021;141;1;1
Peru;P040;09/09/2021;374;9;477
USA;P039;09/09/2021;257;4;57
Algeria;P022;09/09/2021;353;5;359
Germany;P021;09/09/2021;596;7;192
Saudi Arabia;P008;09/09/2021;476;4;276
Iraq;P003;09/09/2021;519;9;119
Japan;P002;09/09/2021;464;9;429
Argentina;P007;09/09/2021;247;2;317
Japan;P041;10/09/2021;205;3;212
Chile;P047;10/09/2021;490;8;392
Ukraine;P012;10/09/2021;56;9;428
Algeria;P022;10/09/2021;420;1;350
Nepal;P026;10/09/2021;278;2;320
Spain;P004;10/09/2021;208;8;176
Fiji;P006;10/09/2021;52;9;496
Peru;P039;10/09/2021;425;8;77
USA;P038;10/09/2021;332;10;160
Algeria;P021;10/09/2021;226;7;249
Germany;P020;10/09/2021;262;10;318
Saudi Arabia;P007;10/09/2021;441;8;40
Iraq;P002;10/09/2021;170;4;60
Japan;P001;10/09/2021;295;10;134
Argentina;P006;10/09/2021;213;4;386
Indonesia;P036;10/09/2021;493;1;428
Libya;P043;10/09/2021;192;3;314
Ukraine;P018;10/09/2021;507;9;452
France;P017;10/09/2021;515;5;9
Malaysia;P031;10/09/2021;388;5;388
Thailand;P052;10/09/2021;205;10;54
Brazil;P051;10/09/2021;92;8;288
Fiji;P034;10/09/2021;288;5;177
Russia;P033;10/09/2021;281;1;77
New Zealand;P031;10/09/2021;475;3;346
Ecuador;P015;10/09/2021;390;8;115
Mexico;P014;10/09/2021;453;7;102
Yemen;P006;10/09/2021;350;7;85
United Kingdom;P049;10/09/2021;437;10;152
Turkey;P041;10/09/2021;245;6;281
Honduras;P031;10/09/2021;276;7;58
Italy;P030;10/09/2021;131;2;275
Bolivia;P011;10/09/2021;242;9;484
Thailand;P012;10/09/2021;178;8;106
Brazil;P011;10/09/2021;469;6;91
Chile;P047;10/09/2021;169;4;309
Spain;P046;10/09/2021;240;5;370
Poland;P025;10/09/2021;390;2;286
Paraguay;P028;10/09/2021;151;10;297
Canada;P027;10/09/2021;220;7;389
Uruguay;P010;10/09/2021;550;3;373
United Kingdom;P009;10/09/2021;400;3;409
Venezuela;P047;10/09/2021;219;6;274
Iraq;P044;10/09/2021;181;9;205
Japan;P043;10/09/2021;125;10;112
Mongolia;P024;10/09/2021;106;8;12
Pakistan;P025;10/09/2021;266;1;158
Nepal;P050;10/09/2021;24;10;419
Chile;P007;10/09/2021;551;7;60
Spain;P006;10/09/2021;467;3;353
South Africa;P020;10/09/2021;151;5;423
Peru;P041;10/09/2021;387;4;487
USA;P040;10/09/2021;294;1;166
Algeria;P023;10/09/2021;389;10;87
Germany;P022;10/09/2021;233;9;450
Saudi Arabia;P009;10/09/2021;50;7;178
Iraq;P004;10/09/2021;249;1;159
Japan;P003;10/09/2021;176;2;373
Argentina;P008;10/09/2021;195;8;204
Japan;P044;13/09/2021;70;1;299
Chile;P050;13/09/2021;371;8;453
Ukraine;P015;13/09/2021;442;9;485
Algeria;P025;13/09/2021;274;6;45
Nepal;P029;13/09/2021;475;1;427
Spain;P007;13/09/2021;232;8;309
Fiji;P009;13/09/2021;46;1;255
Peru;P042;13/09/2021;349;2;498
USA;P041;13/09/2021;424;7;196
Algeria;P024;13/09/2021;263;10;84
Germany;P023;13/09/2021;304;1;371
Saudi Arabia;P010;13/09/2021;364;3;19
Iraq;P005;13/09/2021;304;6;381
Japan;P004;13/09/2021;456;6;170
Argentina;P009;13/09/2021;162;4;191
Indonesia;P039;13/09/2021;359;1;16
Libya;P046;13/09/2021;78;3;380
Ukraine;P021;13/09/2021;320;5;497
France;P020;13/09/2021;218;2;413
Malaysia;P034;13/09/2021;400;8;213
Peru;P002;13/09/2021;147;3;332
USA;P001;13/09/2021;371;2;412
Fiji;P037;13/09/2021;480;7;344
Russia;P036;13/09/2021;439;9;6
Nicaragua;P002;13/09/2021;163;7;363
Ecuador;P018;13/09/2021;56;10;44
Mexico;P017;13/09/2021;134;8;237
Yemen;P009;13/09/2021;542;1;415
United Kingdom;P052;13/09/2021;531;8;266
Turkey;P044;13/09/2021;542;10;170
Honduras;P034;13/09/2021;165;1;218
Italy;P033;13/09/2021;94;8;273
Bolivia;P029;13/09/2021;151;5;210
Thailand;P015;13/09/2021;326;1;109
Brazil;P014;13/09/2021;181;10;274
Chile;P050;13/09/2021;106;4;280
Spain;P049;13/09/2021;154;1;460
Poland;P028;13/09/2021;410;6;234
Paraguay;P031;13/09/2021;270;3;187
Canada;P030;13/09/2021;559;4;9
Uruguay;P013;13/09/2021;447;8;250
United Kingdom;P012;13/09/2021;81;7;293
Venezuela;P050;13/09/2021;63;9;119
Iraq;P047;13/09/2021;511;2;233
Japan;P046;13/09/2021;351;9;91
Mongolia;P027;13/09/2021;521;8;82
Pakistan;P028;13/09/2021;53;1;79
Nepal;P053;13/09/2021;160;3;352
Chile;P010;13/09/2021;82;2;56
Spain;P009;13/09/2021;573;1;253
South Africa;P023;13/09/2021;88;1;253
Peru;P044;13/09/2021;35;6;63
USA;P043;13/09/2021;387;3;374
Algeria;P026;13/09/2021;116;6;57
Germany;P025;13/09/2021;26;3;168
Saudi Arabia;P012;13/09/2021;198;9;90
Iraq;P007;13/09/2021;238;1;6
Japan;P006;13/09/2021;435;1;248
Argentina;P011;13/09/2021;279;4;264
Japan;P045;14/09/2021;546;7;314
Chile;P051;14/09/2021;537;5;38
Ukraine;P016;14/09/2021;70;10;85
Algeria;P026;14/09/2021;217;9;11
Nepal;P047;14/09/2021;562;4;65
Spain;P008;14/09/2021;369;8;333
Fiji;P010;14/09/2021;100;1;188
Peru;P043;14/09/2021;324;2;54
USA;P042;14/09/2021;432;10;297
Algeria;P025;14/09/2021;185;10;357
Germany;P024;14/09/2021;395;5;365
Saudi Arabia;P011;14/09/2021;234;8;150
Iraq;P006;14/09/2021;101;1;226
Japan;P005;14/09/2021;237;3;341
Argentina;P010;14/09/2021;425;5;48
Indonesia;P040;14/09/2021;436;1;191
Libya;P047;14/09/2021;50;2;70
Ukraine;P022;14/09/2021;562;5;20
France;P021;14/09/2021;161;5;14
Malaysia;P035;14/09/2021;428;3;98
Peru;P003;14/09/2021;362;4;219
USA;P002;14/09/2021;473;10;455
Fiji;P038;14/09/2021;311;8;25
Russia;P037;14/09/2021;455;2;204
Nicaragua;P003;14/09/2021;289;4;471
Ecuador;P019;14/09/2021;319;6;334
Mexico;P018;14/09/2021;385;1;65
Yemen;P010;14/09/2021;232;1;235
United Kingdom;P053;14/09/2021;450;9;174
Turkey;P045;14/09/2021;449;10;115
Honduras;P035;14/09/2021;187;9;432
Italy;P034;14/09/2021;282;4;392
Bolivia;P030;14/09/2021;108;7;451
Thailand;P016;14/09/2021;127;9;53
Brazil;P015;14/09/2021;115;8;232
Chile;P051;14/09/2021;156;10;114
Spain;P050;14/09/2021;401;8;202
Poland;P029;14/09/2021;106;8;125
Paraguay;P032;14/09/2021;264;3;119
Canada;P031;14/09/2021;43;5;398
Uruguay;P014;14/09/2021;219;7;288
United Kingdom;P013;14/09/2021;232;5;204
Venezuela;P051;14/09/2021;230;6;54
Iraq;P048;14/09/2021;295;10;476
Japan;P047;14/09/2021;51;7;77
Mongolia;P028;14/09/2021;521;1;227
Pakistan;P029;14/09/2021;102;5;325
Tanzania;P020;14/09/2021;574;1;118
Chile;P011;14/09/2021;128;10;342
Spain;P010;14/09/2021;168;2;7
South Africa;P024;14/09/2021;284;5;40
Peru;P045;14/09/2021;216;4;170
USA;P044;14/09/2021;138;4;238
Algeria;P027;14/09/2021;576;1;494
Germany;P026;14/09/2021;300;1;277
Saudi Arabia;P013;14/09/2021;327;10;75
Iraq;P008;14/09/2021;325;3;300
Japan;P007;14/09/2021;251;2;487
Argentina;P012;14/09/2021;388;6;129
Japan;P046;15/09/2021;478;8;303
Chile;P052;15/09/2021;317;5;53
Ukraine;P017;15/09/2021;496;4;495
Algeria;P027;15/09/2021;551;8;347
Nepal;P048;15/09/2021;446;8;87
Spain;P009;15/09/2021;568;10;119
Fiji;P011;15/09/2021;86;10;330
Peru;P044;15/09/2021;175;1;185
USA;P043;15/09/2021;432;1;271
Algeria;P026;15/09/2021;98;1;245
Germany;P025;15/09/2021;162;5;165
Saudi Arabia;P012;15/09/2021;110;9;25
Iraq;P007;15/09/2021;153;7;440
Japan;P006;15/09/2021;230;7;64
Argentina;P011;15/09/2021;247;8;26
Indonesia;P041;15/09/2021;581;7;457
Libya;P048;15/09/2021;109;2;257
Ukraine;P023;15/09/2021;397;3;434
France;P022;15/09/2021;266;2;43
Malaysia;P036;15/09/2021;158;5;68
Peru;P004;15/09/2021;167;8;450
USA;P003;15/09/2021;196;3;78
Fiji;P039;15/09/2021;338;4;314
Russia;P038;15/09/2021;210;3;272
Nicaragua;P004;15/09/2021;122;3;60
Ecuador;P020;15/09/2021;97;9;361
Mexico;P019;15/09/2021;181;5;385
Yemen;P011;15/09/2021;450;2;30
